property_id,event_name,date,price,price_changed,sqft,datasource_name,source
M9823225028,Sold,2020-10-28T17:00:00Z,175000,500,1200,BrightMLS,MLS #PAPH856562
M9823225028,Relisted,2020-09-29T17:00:00Z,174500,174500,1200,BrightMLS,MLS #PAPH856562
M9823225028,Relisted,2020-08-16T17:00:00Z,174500,174500,1200,BrightMLS,MLS #PAPH856562
M9823225028,Listed,2020-06-17T17:00:00Z,174900,0,1200,BrightMLS,MLS #PAPH856562
