property_id,event_name,date,price,price_range_min,price_range_max,price_changed,sqft,datasource_name,source
M4829090633,Price Changed,2020-11-02T17:00:00Z,519900,,,-5100,2600,BrightMLS,MLS #PAPH903634
M4829090633,Price Changed,2020-09-16T17:00:00Z,525000,,,-7500,2600,BrightMLS,MLS #PAPH903634
M4829090633,Price Changed,2020-08-31T17:00:00Z,532500,,,-7400,2600,BrightMLS,MLS #PAPH903634
M4829090633,Price Changed,2020-08-08T17:00:00Z,539900,,,-6000,2600,BrightMLS,MLS #PAPH903634
M4829090633,Listed,2020-06-12T17:00:00Z,545900,,,0,1795,BrightMLS,MLS #PAPH903634
M4829090633,Sold,2017-08-30T17:00:00Z,415000,,,-12000,2600,BrightMLS,MLS #6920415
M4829090633,Price Changed,2017-06-16T17:00:00Z,427000,,,-10000,2600,BrightMLS,MLS #6920415
M4829090633,Price Changed,2017-05-18T17:00:00Z,437000,,,-12900,2600,BrightMLS,MLS #6920415
M4829090633,Price Changed,2017-04-19T17:00:00Z,449900,,,-15000,2600,BrightMLS,MLS #6920415
M4829090633,Price Changed,2017-03-15T17:00:00Z,464900,,,26400,2600,BrightMLS,MLS #6920415
M4829090633,Listed,2017-02-01T17:00:00Z,427000,,,0,2600,BrightMLS,MLS #1003216885
M4829090633,Listed,2017-02-01T17:00:00Z,438500,,,0,2600,BrightMLS,MLS #6920415
M4829090633,Price Changed,2016-09-28T17:00:00Z,439000,,,-10000,2600,BrightMLS,MLS #6790862
M4829090633,Listed,2016-05-11T17:00:00Z,449000,,,0,2600,BrightMLS,MLS #6790862
M4829090633,Sold,2014-12-18T17:00:00Z,50000,,,0,1795,,Public Record
M4829090633,Sold,1990-01-10T17:00:00Z,29000,,,0,1795,,Public Record
