property_id,event_name,date,price,price_changed,sqft,datasource_name,source
M4292206896,Sold,2020-10-30T17:00:00Z,149900,0,1548,BrightMLS,MLS #PAPH917030
M4292206896,Relisted,2020-09-18T17:00:00Z,149900,149900,1548,BrightMLS,MLS #PAPH917030
M4292206896,Listed,2020-07-20T17:00:00Z,149900,0,1548,BrightMLS,MLS #PAPH917030
M4292206896,Sold,2009-11-30T17:00:00Z,120000,0,860,BrightMLS,MLS #5601247
M4292206896,Listed,2009-09-29T17:00:00Z,120000,0,860,BrightMLS,MLS #5601247
M4292206896,Listed,2008-08-06T17:00:00Z,145000,0,860,BrightMLS,MLS #5399354
M4292206896,Listed,2008-04-24T17:00:00Z,159900,0,860,BrightMLS,MLS #5338459
M4292206896,Listed,2008-01-14T17:00:00Z,169900,0,860,BrightMLS,MLS #5242369
