property_id,event_name,date,price,price_range_min,price_range_max,price_changed,sqft,datasource_name,source
M4033877762,Price Changed,2020-09-09T17:00:00Z,599000,,,-21000,2020,BrightMLS,MLS #PAPH918472
M4033877762,Listed,2020-08-04T17:00:00Z,620000,,,0,2020,BrightMLS,MLS #PAPH918472
M4033877762,Sold,2016-12-11T17:00:00Z,555000,,,0,2718,BrightMLS,MLS #6866418
M4033877762,Price Changed,2016-10-29T17:00:00Z,555000,,,5000,2718,BrightMLS,MLS #6866418
M4033877762,Price Changed,2016-10-15T17:00:00Z,550000,,,-5000,2718,BrightMLS,MLS #6866418
M4033877762,Price Changed,2016-10-07T17:00:00Z,555000,,,-4900,2718,BrightMLS,MLS #6866418
M4033877762,Listed,2016-09-27T17:00:00Z,555000,,,0,2718,BrightMLS,MLS #1002474398
M4033877762,Listed,2016-09-27T17:00:00Z,559900,,,0,2718,BrightMLS,MLS #6866418
M4033877762,Price Changed,2016-08-18T17:00:00Z,565000,,,-4900,2640,BrightMLS,MLS #6813693
M4033877762,Listed,2016-06-01T17:00:00Z,569900,,,0,2640,BrightMLS,MLS #6813693
