property_id,event_name,date,price,price_range_min,price_range_max,price_changed,sqft,datasource_name,source
M3111842558,Price Changed,2020-08-28T17:00:00Z,365900,,,-18000,545,BrightMLS,MLS #PAPH896530
M3111842558,Price Changed,2020-07-25T17:00:00Z,383900,,,-15000,545,BrightMLS,MLS #PAPH896530
M3111842558,Relisted,2020-05-22T17:00:00Z,398900,,,398900,545,BrightMLS,MLS #PAPH896530
M3111842558,Listed,2020-05-20T17:00:00Z,370000,,,0,545,BrightMLS,MLS #PAPH896530
M3111842558,Relisted,2019-06-02T17:00:00Z,370000,,,370000,545,BrightMLS,MLS #1001801196
M3111842558,Price Changed,2019-05-24T17:00:00Z,370000,,,-14900,545,BrightMLS,MLS #1001801196
M3111842558,Price Changed,2019-03-09T17:00:00Z,384900,,,-10000,545,BrightMLS,MLS #1001801196
M3111842558,Price Changed,2018-11-09T17:00:00Z,394900,,,-5000,545,BrightMLS,MLS #1001801196
M3111842558,Price Changed,2018-10-21T17:00:00Z,399900,,,-6000,545,BrightMLS,MLS #1001801196
M3111842558,Price Changed,2018-10-10T17:00:00Z,405900,,,-5000,545,BrightMLS,MLS #1001801196
M3111842558,Price Changed,2018-09-13T17:00:00Z,410900,,,-18100,545,BrightMLS,MLS #1001801196
M3111842558,Price Changed,2018-08-07T17:00:00Z,429000,,,44100,545,BrightMLS,MLS #1001801196
M3111842558,Listed,2018-06-07T17:00:00Z,384900,,,0,545,BrightMLS,MLS #1001801196
M3111842558,Sold,2013-04-17T17:00:00Z,390000,,,0,545,,Public Record
M3111842558,Sold,2013-04-08T17:00:00Z,395000,,,0,545,BrightMLS,MLS #5949270
M3111842558,Listed,2011-09-20T17:00:00Z,395000,,,0,545,BrightMLS,MLS #5949270
