property_id,event_name,date,price,price_range_min,price_range_max,price_changed,sqft,datasource_name,source
M4818087762,Price Changed,2020-11-09T17:00:00Z,363500,,,3500,2000,BrightMLS,MLS #PAPH939670
M4818087762,Price Changed,2020-10-19T17:00:00Z,360000,,,-2500,2000,BrightMLS,MLS #PAPH939670
M4818087762,Price Changed,2020-10-12T17:00:00Z,362500,,,-2500,2000,BrightMLS,MLS #PAPH939670
M4818087762,Price Changed,2020-10-08T17:00:00Z,365000,,,-4900,2000,BrightMLS,MLS #PAPH939670
M4818087762,Listed,2020-09-29T17:00:00Z,369900,,,0,2000,BrightMLS,MLS #PAPH939670
M4818087762,Price Changed,2020-09-23T17:00:00Z,365000,,,-4900,0,BrightMLS,MLS #PAPH934456
M4818087762,Listed,2020-09-11T17:00:00Z,369900,,,0,0,BrightMLS,MLS #PAPH934456
M4818087762,Price Changed,2020-08-23T17:00:00Z,369900,,,-2600,2400,BrightMLS,MLS #PAPH911290
M4818087762,Price Changed,2020-08-16T17:00:00Z,372500,,,-2000,2400,BrightMLS,MLS #PAPH911290
M4818087762,Price Changed,2020-08-11T17:00:00Z,374500,,,-500,2000,BrightMLS,MLS #PAPH911290
M4818087762,Price Changed,2020-07-31T17:00:00Z,375000,,,-2500,2000,BrightMLS,MLS #PAPH911290
M4818087762,Price Changed,2020-07-22T17:00:00Z,377500,,,-500,2000,BrightMLS,MLS #PAPH911290
M4818087762,Price Changed,2020-07-20T17:00:00Z,378000,,,-2000,2000,BrightMLS,MLS #PAPH911290
M4818087762,Price Changed,2020-07-15T17:00:00Z,380000,,,-2500,2000,BrightMLS,MLS #PAPH911290
M4818087762,Listed,2020-07-04T17:00:00Z,382500,,,0,336,BrightMLS,MLS #PAPH911290
M4818087762,Listed,2020-02-04T17:00:00Z,375000,,,0,0,BrightMLS,MLS #PAPH868794
M4818087762,Sold,2019-11-08T17:00:00Z,43750,,,0,0,BrightMLS,MLS #PAPH818056
