property_id,event_name,date,price,price_range_min,price_range_max,price_changed,sqft,datasource_name,source
M3266711377,Price Changed,2020-08-28T17:00:00Z,115000,,,-10000,0,BrightMLS,MLS #1001797378
M3266711377,Price Changed,2019-12-11T17:00:00Z,125000,,,30000,0,BrightMLS,MLS #1001797378
M3266711377,Price Changed,2019-05-20T17:00:00Z,95000,,,-4000,0,BrightMLS,MLS #1001797378
M3266711377,Relisted,2018-12-11T17:00:00Z,99000,,,-26000,0,BrightMLS,MLS #1001797378
M3266711377,Price Changed,2018-08-28T17:00:00Z,125000,,,26000,0,BrightMLS,MLS #1001797378
M3266711377,Price Changed,2018-06-07T17:00:00Z,99000,,,-31000,0,BrightMLS,MLS #1001797378
M3266711377,Listed,2018-06-01T17:00:00Z,130000,,,0,0,BrightMLS,MLS #1001797378
M3266711377,Listed,2017-06-30T17:00:00Z,120000,,,0,0,BrightMLS,MLS #1000305791
M3266711377,Listed,2017-06-30T17:00:00Z,120000,,,0,0,BrightMLS,MLS #7012117
M3266711377,Price Changed,2016-10-25T17:00:00Z,95000,,,15000,0,BrightMLS,MLS #6426390
M3266711377,Price Changed,2016-03-30T17:00:00Z,80000,,,30000,0,BrightMLS,MLS #6426390
M3266711377,Price Changed,2015-12-07T17:00:00Z,50000,,,10000,0,BrightMLS,MLS #6426390
M3266711377,Price Changed,2015-07-09T17:00:00Z,40000,,,2000,0,BrightMLS,MLS #6426390
M3266711377,Price Changed,2015-07-08T17:00:00Z,38000,,,-1000,0,BrightMLS,MLS #6426390
M3266711377,Relisted,2015-02-05T17:00:00Z,39000,,,0,0,BrightMLS,MLS #6426390
M3266711377,Price Changed,2014-12-08T17:00:00Z,39000,,,14000,0,BrightMLS,MLS #6426390
M3266711377,Price Changed,2014-09-19T17:00:00Z,25000,,,3000,0,BrightMLS,MLS #6426390
M3266711377,Listed,2014-07-18T17:00:00Z,22000,,,0,0,BrightMLS,MLS #6426390
M3266711377,Price Changed,2013-11-12T17:00:00Z,25000,,,7000,0,BrightMLS,MLS #5350960
M3266711377,Price Changed,2013-07-30T17:00:00Z,18000,,,-1000,0,BrightMLS,MLS #5350960
M3266711377,Price Changed,2011-12-12T17:00:00Z,19000,,,-900,0,BrightMLS,MLS #5350960
M3266711377,Price Changed,2011-06-28T17:00:00Z,19900,,,-100,0,BrightMLS,MLS #5350960
M3266711377,Price Changed,2011-04-07T17:00:00Z,20000,,,-1000,0,BrightMLS,MLS #5350960
M3266711377,Price Changed,2010-12-10T17:00:00Z,21000,,,2000,0,BrightMLS,MLS #5350960
M3266711377,Listed,2008-05-14T17:00:00Z,19000,,,0,0,BrightMLS,MLS #5350960
