property_id,event_name,date,price,price_changed,sqft,datasource_name,source
M4731956541,Sold,2020-11-04T17:00:00Z,65500,-14500,1120,BrightMLS,MLS #PAPH882078
M4731956541,Relisted,2020-09-29T17:00:00Z,80000,80000,1120,BrightMLS,MLS #PAPH882078
M4731956541,Listed,2020-03-12T17:00:00Z,80000,0,1120,BrightMLS,MLS #PAPH882078
M4731956541,Sold,2008-09-30T17:00:00Z,62000,-5000,848,BrightMLS,MLS #5318410
M4731956541,Listed,2008-03-25T17:00:00Z,67000,0,848,BrightMLS,MLS #5318410
